COU,Domain,Measure,Scope,Year,Value
NIU,Terrestrial,Percent of total land/EEZ area,Country,2021,22.04483696
NFK,Terrestrial,Percent of total land/EEZ area,Country,1950,0
NFK,Terrestrial,Percent of total land/EEZ area,Country,1960,0
NFK,Terrestrial,Percent of total land/EEZ area,Country,1970,0
NFK,Terrestrial,Percent of total land/EEZ area,Country,1980,0
NFK,Terrestrial,Percent of total land/EEZ area,Country,1985,0
NFK,Terrestrial,Percent of total land/EEZ area,Country,1990,0
NFK,Terrestrial,Percent of total land/EEZ area,Country,1995,12.88056206
NFK,Terrestrial,Percent of total land/EEZ area,Country,2000,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2001,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2002,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2003,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2004,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2005,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2006,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2007,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2008,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2009,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2010,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2011,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2012,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2013,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2014,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2015,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2016,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2017,17.56440281
NFK,Terrestrial,Percent of total land/EEZ area,Country,2018,18.50117096
NFK,Terrestrial,Percent of total land/EEZ area,Country,2019,18.50117096
NFK,Terrestrial,Percent of total land/EEZ area,Country,2020,18.50117096
NFK,Terrestrial,Percent of total land/EEZ area,Country,2021,18.50117096
MNP,Terrestrial,Percent of total land/EEZ area,Country,1950,5.395751081
MNP,Terrestrial,Percent of total land/EEZ area,Country,1960,5.395751081
MNP,Terrestrial,Percent of total land/EEZ area,Country,1970,5.395751081
MNP,Terrestrial,Percent of total land/EEZ area,Country,1980,5.470953187
MNP,Terrestrial,Percent of total land/EEZ area,Country,1985,5.470953187
MNP,Terrestrial,Percent of total land/EEZ area,Country,1990,5.470953187
MNP,Terrestrial,Percent of total land/EEZ area,Country,1995,5.470953187
MNP,Terrestrial,Percent of total land/EEZ area,Country,2000,5.50855424
MNP,Terrestrial,Percent of total land/EEZ area,Country,2001,5.546155292
MNP,Terrestrial,Percent of total land/EEZ area,Country,2002,5.546155292
MNP,Terrestrial,Percent of total land/EEZ area,Country,2003,5.546155292
MNP,Terrestrial,Percent of total land/EEZ area,Country,2004,5.546155292
MNP,Terrestrial,Percent of total land/EEZ area,Country,2005,5.546155292
MNP,Terrestrial,Percent of total land/EEZ area,Country,2006,5.546155292
MNP,Terrestrial,Percent of total land/EEZ area,Country,2007,5.546155292
MNP,Terrestrial,Percent of total land/EEZ area,Country,2008,5.546155292
MNP,Terrestrial,Percent of total land/EEZ area,Country,2009,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2010,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2011,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2012,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2013,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2014,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2015,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2016,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2017,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2018,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2019,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2020,7.896221094
MNP,Terrestrial,Percent of total land/EEZ area,Country,2021,7.896221094
PER,Terrestrial,Percent of total land/EEZ area,Country,1950,0
PER,Terrestrial,Percent of total land/EEZ area,Country,1960,0
PER,Terrestrial,Percent of total land/EEZ area,Country,1970,0.0161940862
PER,Terrestrial,Percent of total land/EEZ area,Country,1980,3.95049086
PER,Terrestrial,Percent of total land/EEZ area,Country,1985,4.296948679
PER,Terrestrial,Percent of total land/EEZ area,Country,1990,4.706492062
PER,Terrestrial,Percent of total land/EEZ area,Country,1995,4.714731158
PER,Terrestrial,Percent of total land/EEZ area,Country,2000,7.282176374
PER,Terrestrial,Percent of total land/EEZ area,Country,2001,9.016447288
PER,Terrestrial,Percent of total land/EEZ area,Country,2002,12.36302954
PER,Terrestrial,Percent of total land/EEZ area,Country,2003,12.92649412
PER,Terrestrial,Percent of total land/EEZ area,Country,2004,15.23139003
PER,Terrestrial,Percent of total land/EEZ area,Country,2005,15.73749507
PER,Terrestrial,Percent of total land/EEZ area,Country,2006,15.80883282
PER,Terrestrial,Percent of total land/EEZ area,Country,2007,15.94252161
PER,Terrestrial,Percent of total land/EEZ area,Country,2008,15.94512015
PER,Terrestrial,Percent of total land/EEZ area,Country,2009,16.7531614
PER,Terrestrial,Percent of total land/EEZ area,Country,2010,17.8404796
PER,Terrestrial,Percent of total land/EEZ area,Country,2011,18.78469808
PER,Terrestrial,Percent of total land/EEZ area,Country,2012,19.28761558
PER,Terrestrial,Percent of total land/EEZ area,Country,2013,19.29219593
PER,Terrestrial,Percent of total land/EEZ area,Country,2014,19.294448
PER,Terrestrial,Percent of total land/EEZ area,Country,2015,20.65349009
PER,Terrestrial,Percent of total land/EEZ area,Country,2016,20.69674361
PER,Terrestrial,Percent of total land/EEZ area,Country,2017,20.73695511
PER,Terrestrial,Percent of total land/EEZ area,Country,2018,21.63801708
PER,Terrestrial,Percent of total land/EEZ area,Country,2019,21.76290626
PER,Terrestrial,Percent of total land/EEZ area,Country,2020,21.76566417
PER,Terrestrial,Percent of total land/EEZ area,Country,2021,21.76566417
PCN,Terrestrial,Percent of total land/EEZ area,Country,1950,0
PCN,Terrestrial,Percent of total land/EEZ area,Country,1960,0
PCN,Terrestrial,Percent of total land/EEZ area,Country,1970,0
PCN,Terrestrial,Percent of total land/EEZ area,Country,1980,0
PCN,Terrestrial,Percent of total land/EEZ area,Country,1985,0
PCN,Terrestrial,Percent of total land/EEZ area,Country,1990,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,1995,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2000,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2001,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2002,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2003,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2004,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2005,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2006,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2007,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2008,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2009,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2010,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2011,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2012,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2013,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2014,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2015,57.83783784
PCN,Terrestrial,Percent of total land/EEZ area,Country,2016,59.27927928
PCN,Terrestrial,Percent of total land/EEZ area,Country,2017,59.27927928
PCN,Terrestrial,Percent of total land/EEZ area,Country,2018,59.27927928
PCN,Terrestrial,Percent of total land/EEZ area,Country,2019,59.27927928
PCN,Terrestrial,Percent of total land/EEZ area,Country,2020,59.27927928
PCN,Terrestrial,Percent of total land/EEZ area,Country,2021,59.27927928
PRI,Terrestrial,Percent of total land/EEZ area,Country,1950,6.086041969
PRI,Terrestrial,Percent of total land/EEZ area,Country,1960,6.086041969
PRI,Terrestrial,Percent of total land/EEZ area,Country,1970,6.086041969
PRI,Terrestrial,Percent of total land/EEZ area,Country,1980,6.219261782
PRI,Terrestrial,Percent of total land/EEZ area,Country,1985,6.302398958
PRI,Terrestrial,Percent of total land/EEZ area,Country,1990,6.331446887
PRI,Terrestrial,Percent of total land/EEZ area,Country,1995,6.331446887
PRI,Terrestrial,Percent of total land/EEZ area,Country,2000,6.338458457
PRI,Terrestrial,Percent of total land/EEZ area,Country,2001,7.120749236
PRI,Terrestrial,Percent of total land/EEZ area,Country,2002,7.120749236
PRI,Terrestrial,Percent of total land/EEZ area,Country,2003,7.120749236
PRI,Terrestrial,Percent of total land/EEZ area,Country,2004,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2005,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2006,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2007,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2008,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2009,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2010,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2011,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2012,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2013,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2014,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2015,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2016,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2017,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2018,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2019,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2020,7.121750889
PRI,Terrestrial,Percent of total land/EEZ area,Country,2021,7.121750889
REU,Terrestrial,Percent of total land/EEZ area,Country,1950,0
REU,Terrestrial,Percent of total land/EEZ area,Country,1960,0
REU,Terrestrial,Percent of total land/EEZ area,Country,1970,0
REU,Terrestrial,Percent of total land/EEZ area,Country,1980,0.1573226545
REU,Terrestrial,Percent of total land/EEZ area,Country,1985,1.069078947
REU,Terrestrial,Percent of total land/EEZ area,Country,1990,3.453947368
REU,Terrestrial,Percent of total land/EEZ area,Country,1995,5.373998856
REU,Terrestrial,Percent of total land/EEZ area,Country,2000,5.724399314
REU,Terrestrial,Percent of total land/EEZ area,Country,2001,5.724399314
REU,Terrestrial,Percent of total land/EEZ area,Country,2002,6.092677346
REU,Terrestrial,Percent of total land/EEZ area,Country,2003,6.167763158
REU,Terrestrial,Percent of total land/EEZ area,Country,2004,6.167763158
REU,Terrestrial,Percent of total land/EEZ area,Country,2005,6.167763158
REU,Terrestrial,Percent of total land/EEZ area,Country,2006,6.629004577
REU,Terrestrial,Percent of total land/EEZ area,Country,2007,63.50114416
REU,Terrestrial,Percent of total land/EEZ area,Country,2008,63.66919336
REU,Terrestrial,Percent of total land/EEZ area,Country,2009,63.66919336
REU,Terrestrial,Percent of total land/EEZ area,Country,2010,63.7264016
REU,Terrestrial,Percent of total land/EEZ area,Country,2011,63.7264016
REU,Terrestrial,Percent of total land/EEZ area,Country,2012,63.7264016
REU,Terrestrial,Percent of total land/EEZ area,Country,2013,63.7264016
REU,Terrestrial,Percent of total land/EEZ area,Country,2014,63.7264016
REU,Terrestrial,Percent of total land/EEZ area,Country,2015,63.73355263
REU,Terrestrial,Percent of total land/EEZ area,Country,2016,63.75500572
REU,Terrestrial,Percent of total land/EEZ area,Country,2017,63.75500572
REU,Terrestrial,Percent of total land/EEZ area,Country,2018,63.75500572
REU,Terrestrial,Percent of total land/EEZ area,Country,2019,63.75500572
REU,Terrestrial,Percent of total land/EEZ area,Country,2020,63.75500572
REU,Terrestrial,Percent of total land/EEZ area,Country,2021,63.75500572
ROU,Terrestrial,Percent of total land/EEZ area,Country,1950,0.0525085199
ROU,Terrestrial,Percent of total land/EEZ area,Country,1960,0.1176054754
ROU,Terrestrial,Percent of total land/EEZ area,Country,1970,0.1486796319
ROU,Terrestrial,Percent of total land/EEZ area,Country,1980,0.315643368
ROU,Terrestrial,Percent of total land/EEZ area,Country,1985,0.3652032453
ROU,Terrestrial,Percent of total land/EEZ area,Country,1990,2.021206285
ROU,Terrestrial,Percent of total land/EEZ area,Country,1995,4.290489179
ROU,Terrestrial,Percent of total land/EEZ area,Country,2000,5.29937858
ROU,Terrestrial,Percent of total land/EEZ area,Country,2001,5.373245857
ROU,Terrestrial,Percent of total land/EEZ area,Country,2002,5.373775101
ROU,Terrestrial,Percent of total land/EEZ area,Country,2003,5.373775101
ROU,Terrestrial,Percent of total land/EEZ area,Country,2004,5.373964116
ROU,Terrestrial,Percent of total land/EEZ area,Country,2005,7.269714479
ROU,Terrestrial,Percent of total land/EEZ area,Country,2006,7.397291575
ROU,Terrestrial,Percent of total land/EEZ area,Country,2007,14.88295002
ROU,Terrestrial,Percent of total land/EEZ area,Country,2008,15.10288851
ROU,Terrestrial,Percent of total land/EEZ area,Country,2009,19.91824867
ROU,Terrestrial,Percent of total land/EEZ area,Country,2010,19.92017663
ROU,Terrestrial,Percent of total land/EEZ area,Country,2011,21.88222525
ROU,Terrestrial,Percent of total land/EEZ area,Country,2012,22.29679936
ROU,Terrestrial,Percent of total land/EEZ area,Country,2013,25.24462288
ROU,Terrestrial,Percent of total land/EEZ area,Country,2014,25.24462288
ROU,Terrestrial,Percent of total land/EEZ area,Country,2015,25.24466068
ROU,Terrestrial,Percent of total land/EEZ area,Country,2016,25.30491884
ROU,Terrestrial,Percent of total land/EEZ area,Country,2017,25.30491884
ROU,Terrestrial,Percent of total land/EEZ area,Country,2018,25.43722972
ROU,Terrestrial,Percent of total land/EEZ area,Country,2019,25.4393467
ROU,Terrestrial,Percent of total land/EEZ area,Country,2020,25.4393467
ROU,Terrestrial,Percent of total land/EEZ area,Country,2021,25.4393467
RUS,Terrestrial,Percent of total land/EEZ area,Country,1950,0.0846664508
RUS,Terrestrial,Percent of total land/EEZ area,Country,1960,0.1218546253
RUS,Terrestrial,Percent of total land/EEZ area,Country,1970,0.4318858316
RUS,Terrestrial,Percent of total land/EEZ area,Country,1980,1.469786284
RUS,Terrestrial,Percent of total land/EEZ area,Country,1985,2.188104114
RUS,Terrestrial,Percent of total land/EEZ area,Country,1990,2.782272134
RUS,Terrestrial,Percent of total land/EEZ area,Country,1995,4.354495006
RUS,Terrestrial,Percent of total land/EEZ area,Country,2000,8.751892019
RUS,Terrestrial,Percent of total land/EEZ area,Country,2001,9.377402976
RUS,Terrestrial,Percent of total land/EEZ area,Country,2002,9.745813796
RUS,Terrestrial,Percent of total land/EEZ area,Country,2003,9.949033882
RUS,Terrestrial,Percent of total land/EEZ area,Country,2004,10.03307317
RUS,Terrestrial,Percent of total land/EEZ area,Country,2005,10.10558342
RUS,Terrestrial,Percent of total land/EEZ area,Country,2006,10.14739807
RUS,Terrestrial,Percent of total land/EEZ area,Country,2007,10.22333411
RUS,Terrestrial,Percent of total land/EEZ area,Country,2008,10.24719512
RUS,Terrestrial,Percent of total land/EEZ area,Country,2009,10.39211844
RUS,Terrestrial,Percent of total land/EEZ area,Country,2010,10.67189748
RUS,Terrestrial,Percent of total land/EEZ area,Country,2011,10.72395019
RUS,Terrestrial,Percent of total land/EEZ area,Country,2012,10.81457446
RUS,Terrestrial,Percent of total land/EEZ area,Country,2013,10.9512623
RUS,Terrestrial,Percent of total land/EEZ area,Country,2014,11.05801129
RUS,Terrestrial,Percent of total land/EEZ area,Country,2015,11.18078993
RUS,Terrestrial,Percent of total land/EEZ area,Country,2016,11.18342021
RUS,Terrestrial,Percent of total land/EEZ area,Country,2017,11.30566091
RUS,Terrestrial,Percent of total land/EEZ area,Country,2018,11.3904803
RUS,Terrestrial,Percent of total land/EEZ area,Country,2019,11.44630451
RUS,Terrestrial,Percent of total land/EEZ area,Country,2020,11.45292614
RUS,Terrestrial,Percent of total land/EEZ area,Country,2021,11.45292614
SHN,Terrestrial,Percent of total land/EEZ area,Country,1950,0
SHN,Terrestrial,Percent of total land/EEZ area,Country,1960,0
SHN,Terrestrial,Percent of total land/EEZ area,Country,1970,0
SHN,Terrestrial,Percent of total land/EEZ area,Country,1980,0
SHN,Terrestrial,Percent of total land/EEZ area,Country,1985,0
SHN,Terrestrial,Percent of total land/EEZ area,Country,1990,0
SHN,Terrestrial,Percent of total land/EEZ area,Country,1995,20.05840072
SHN,Terrestrial,Percent of total land/EEZ area,Country,2000,20.05840072
SHN,Terrestrial,Percent of total land/EEZ area,Country,2001,20.05840072
SHN,Terrestrial,Percent of total land/EEZ area,Country,2002,20.05840072
SHN,Terrestrial,Percent of total land/EEZ area,Country,2003,20.05840072
SHN,Terrestrial,Percent of total land/EEZ area,Country,2004,20.05840072
